Date,Car,Year,Price,Mileage,Location,URL
05/03/21,Mazda MX-5 Miata Grand Touring,2006,"$13,495","95,268 mi.","Lombard, IL(15 mi. from 60004)",https://www.cars.com/vehicledetail/detail/842835775/overview/?aff=atempest&cmp=atempest&utm_source=AutoTempest&utm_medium=TRP&utm_campaign=atempest
05/03/21,Mazda MX-5 Miata,1999,"$10,000","49,558 mi.","St Charles, IL(20 mi. from 60004)",https://www.cars.com/vehicledetail/detail/842192296/overview/?aff=atempest&cmp=atempest&utm_source=AutoTempest&utm_medium=TRP&utm_campaign=atempest
05/03/21,Mazda MX-5 Miata RF Club,2019,"$29,295","12,367 mi.","Barrington, IL(8 mi. from 60004)",https://www.cars.com/vehicledetail/detail/841898355/overview/?aff=atempest&cmp=atempest&utm_source=AutoTempest&utm_medium=TRP&utm_campaign=atempest
05/03/21,Mazda MX-5 Miata Grand Touring,2018,"$25,988","4,153 mi.","Willowbrook, IL(20 mi. from 60004)",https://www.cars.com/vehicledetail/detail/841952078/overview/?aff=atempest&cmp=atempest&utm_source=AutoTempest&utm_medium=TRP&utm_campaign=atempest
05/03/21,Mazda MX-5 Miata Club,2019,"$31,899","2,364 mi.","Chicago, IL(24 mi. from 60004)",https://www.cars.com/vehicledetail/detail/840318850/overview/?aff=atempest&cmp=atempest&utm_source=AutoTempest&utm_medium=TRP&utm_campaign=atempest
05/03/21,Mazda MX-5 Miata Grand Touring,2020,"$29,899","4,549 mi.","Chicago, IL(24 mi. from 60004)",https://www.cars.com/vehicledetail/detail/839410195/overview/?aff=atempest&cmp=atempest&utm_source=AutoTempest&utm_medium=TRP&utm_campaign=atempest
05/03/21,Mazda MX-5 Miata Club,2017,"$23,900","24,926 mi.","Addison, IL(11 mi. from 60004)",https://www.cars.com/vehicledetail/detail/838290737/overview/?aff=atempest&cmp=atempest&utm_source=AutoTempest&utm_medium=TRP&utm_campaign=atempest
05/03/21,Mazda MX-5 Miata Grand Touring,2016,"$23,999","13,417 mi.","Chicago, IL(24 mi. from 60004)",https://www.cars.com/vehicledetail/detail/837722621/overview/?aff=atempest&cmp=atempest&utm_source=AutoTempest&utm_medium=TRP&utm_campaign=atempest
05/03/21,Mazda MX-5 Miata Club,2020,"$31,590","2,195 mi.","Franklin, WI(55 mi. from 60004)",https://www.cars.com/vehicledetail/detail/845884715/overview/?aff=atempest&cmp=atempest&utm_source=AutoTempest&utm_medium=TRP&utm_campaign=atempest
05/03/21,Mazda MX-5 Miata Grand Touring,2010,"$14,995","88,873 mi.","Orland Park, IL(34 mi. from 60004)",https://www.cars.com/vehicledetail/detail/845564108/overview/?aff=atempest&cmp=atempest&utm_source=AutoTempest&utm_medium=TRP&utm_campaign=atempest
