Date,Car,Year,Price,Mileage,Location,URL
01/31/21,Lexus GS F,2020,"$72,998","4,283 mi.","Las Vegas, NV(1510 mi. from 60004)",https://www.cars.com/vehicledetail/detail/833546193/overview/?aff=atempest&cmp=atempest&utm_source=AutoTempest&utm_medium=TRP&utm_campaign=atempest
01/31/21,Lexus GS F,2019,"$71,500","1,879 mi.","Cerritos, CA(1723 mi. from 60004)",https://www.cars.com/vehicledetail/detail/834701036/overview/?aff=atempest&cmp=atempest&utm_source=AutoTempest&utm_medium=TRP&utm_campaign=atempest
01/31/21,Lexus GS F,2019,"$72,500","6,767 mi.","Cerritos, CA(1723 mi. from 60004)",https://www.cars.com/vehicledetail/detail/834701037/overview/?aff=atempest&cmp=atempest&utm_source=AutoTempest&utm_medium=TRP&utm_campaign=atempest
01/31/21,Lexus GS F,2017,"$61,900","2,238 mi.","Cerritos, CA(1723 mi. from 60004)",https://www.cars.com/vehicledetail/detail/834701038/overview/?aff=atempest&cmp=atempest&utm_source=AutoTempest&utm_medium=TRP&utm_campaign=atempest
01/31/21,Lexus GS F,2017,"$61,900","1,919 mi.","Cerritos, CA(1723 mi. from 60004)",https://www.cars.com/vehicledetail/detail/834701039/overview/?aff=atempest&cmp=atempest&utm_source=AutoTempest&utm_medium=TRP&utm_campaign=atempest
01/31/21,Lexus GS F,2016,"$50,229","12,400 mi.","Miami, FL(1211 mi. from 60004)",https://www.cars.com/vehicledetail/detail/834617814/overview/?aff=atempest&cmp=atempest&utm_source=AutoTempest&utm_medium=TRP&utm_campaign=atempest
01/31/21,Lexus GS F,2016,"$54,900","21,000 mi.","Las Vegas, NV(1512 mi. from 60004)",https://www.cars.com/vehicledetail/detail/834597598/overview/?aff=atempest&cmp=atempest&utm_source=AutoTempest&utm_medium=TRP&utm_campaign=atempest
01/31/21,Lexus GS F,2016,"$49,995","41,100 mi.","Vienna, VA(604 mi. from 60004)",https://www.cars.com/vehicledetail/detail/834528503/overview/?aff=atempest&cmp=atempest&utm_source=AutoTempest&utm_medium=TRP&utm_campaign=atempest
01/31/21,Lexus GS F,2019,"$67,500","1,620 mi.","Lilburn, GA(605 mi. from 60004)",https://www.cars.com/vehicledetail/detail/834187270/overview/?aff=atempest&cmp=atempest&utm_source=AutoTempest&utm_medium=TRP&utm_campaign=atempest
01/31/21,Lexus GS F,2017,"$56,598","8,350 mi.","Lakewood, CO(913 mi. from 60004)",https://www.cars.com/vehicledetail/detail/833396625/overview/?aff=atempest&cmp=atempest&utm_source=AutoTempest&utm_medium=TRP&utm_campaign=atempest
01/31/21,Lexus GS F,2016,"$47,999","39,250 mi.","Montclair, CA(1698 mi. from 60004)",https://www.cars.com/vehicledetail/detail/833562890/overview/?aff=atempest&cmp=atempest&utm_source=AutoTempest&utm_medium=TRP&utm_campaign=atempest
