Date,Car,Year,Price,Mileage,Location,URL
03/11/21,Lexus IS 350 F Sport,2018,"$34,209","35,114 mi.","Willoughby Hills, OH(340 mi. from 60004)",https://www.cars.com/vehicledetail/detail/830735807/overview/?aff=atempest&cmp=atempest&utm_source=AutoTempest&utm_medium=TRP&utm_campaign=atempest
03/11/21,Lexus IS 350 F Sport,2020,N/A,"2,983 mi.","Tyler, TX(785 mi. from 60004)",https://www.cars.com/vehicledetail/detail/840601066/overview/?aff=atempest&cmp=atempest&utm_source=AutoTempest&utm_medium=TRP&utm_campaign=atempest
03/11/21,Lexus IS 350 F Sport,2017,"$30,998","36,427 mi.","Orlando, FL(1009 mi. from 60004)",https://www.cars.com/vehicledetail/detail/840608027/overview/?aff=atempest&cmp=atempest&utm_source=AutoTempest&utm_medium=TRP&utm_campaign=atempest
03/11/21,Lexus IS 350 F Sport,2020,"$43,388","6,913 mi.","Sarasota, FL(1065 mi. from 60004)",https://www.cars.com/vehicledetail/detail/840534474/overview/?aff=atempest&cmp=atempest&utm_source=AutoTempest&utm_medium=TRP&utm_campaign=atempest
03/11/21,Lexus IS 350 F Sport,2020,"$43,700","2,300 mi.","Fife, WA(1712 mi. from 60004)",https://www.cars.com/vehicledetail/detail/840130876/overview/?aff=atempest&cmp=atempest&utm_source=AutoTempest&utm_medium=TRP&utm_campaign=atempest
03/11/21,Lexus IS 350 F Sport,2020,"$40,480",191 mi.,"Oklahoma City, OK(687 mi. from 60004)",https://www.cars.com/vehicledetail/detail/837188105/overview/?aff=atempest&cmp=atempest&utm_source=AutoTempest&utm_medium=TRP&utm_campaign=atempest
03/11/21,Lexus IS 350 F Sport,2020,"$38,980","3,944 mi.","Fort Lee, NJ(730 mi. from 60004)",https://www.cars.com/vehicledetail/detail/834261905/overview/?aff=atempest&cmp=atempest&utm_source=AutoTempest&utm_medium=TRP&utm_campaign=atempest
03/11/21,Lexus IS 350 F Sport,2020,"$46,700","5,754 mi.","Fife, WA(1712 mi. from 60004)",https://www.cars.com/vehicledetail/detail/836015917/overview/?aff=atempest&cmp=atempest&utm_source=AutoTempest&utm_medium=TRP&utm_campaign=atempest
03/11/21,Lexus IS 350 F Sport,2016,"$27,881","57,938 mi.","San Antonio, TX(1052 mi. from 60004)",https://www.cars.com/vehicledetail/detail/834481680/overview/?aff=atempest&cmp=atempest&utm_source=AutoTempest&utm_medium=TRP&utm_campaign=atempest
03/11/21,Lexus IS 350 F Sport,2019,"$39,800","25,657 mi.","Fife, WA(1712 mi. from 60004)",https://www.cars.com/vehicledetail/detail/830760952/overview/?aff=atempest&cmp=atempest&utm_source=AutoTempest&utm_medium=TRP&utm_campaign=atempest
03/11/21,Lexus IS 350 F Sport,2020,"$41,480",259 mi.,"Fort Lee, NJ(730 mi. from 60004)",https://www.cars.com/vehicledetail/detail/829479104/overview/?aff=atempest&cmp=atempest&utm_source=AutoTempest&utm_medium=TRP&utm_campaign=atempest
03/11/21,Lexus IS 350 F Sport,2020,"$45,790","9,099 mi.","Lowell, MA(850 mi. from 60004)",https://www.cars.com/vehicledetail/detail/825746700/overview/?aff=atempest&cmp=atempest&utm_source=AutoTempest&utm_medium=TRP&utm_campaign=atempest
03/11/21,Lexus IS 350 F Sport,2019,"$41,498","5,956 mi.","Granger, IA(301 mi. from 60004)",https://www.truecar.com/used-cars-for-sale/listing/JTHCZ1D28K5016701/?referrer_id=autotempest
03/11/21,Lexus IS 350 F SPORT,2021,N/A,"2,692 mi.","Bridgewater, NJ(700 mi. from 60004)",https://www.truecar.com/used-cars-for-sale/listing/JTHGZ1E29M5018685/?referrer_id=autotempest
03/11/21,Lexus IS 350 F Sport,2018,"$34,692","39,768 mi.","Tallahassee, FL(830 mi. from 60004)",https://www.truecar.com/used-cars-for-sale/listing/JTHBZ1D24J5032176/?referrer_id=autotempest
